,first_name,last_name,date_of_birth,source,source_link,nationalities,aliases,addresses,sanctions_programs,active,notes,source_id,entity_type
3842,Mujahed,Ismail,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,70,Individual
3843,Saqr Khayr,Bek,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,71,Individual
3844,Wajih,Mahmud,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,72,Individual
3845,Kifah,Moulhem,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,73,Individual
3846,,Nazih,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,74,Individual
3847,Bassam,Sabbagh,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,75,Individual
3848,Fu’ad,Tawil,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,76,Individual
3849,Tala Mustafa,Tlass,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,77,Individual
3850,Ibrahim,Al-Hassan,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,78,Individual
3851,Fahid,Al-Jassim,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,79,Individual
3852,Mohammad,Al-Jleilati,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,80,Individual
3853,Mohammad Nidal,Al-Shaar,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,81,Individual
3854,Muahmamd,Al-Shaar,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,82,Individual
3855,Khald,Al-Taweel,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,83,Individual
3856,Ali,Barakat,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,84,Individual
3857,Ghiath,Fayad,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,85,Individual
3858,Nazih,Hassun,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,86,Individual
3859,Maan,Jdiid,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,87,Individual
3860,Talal,Makhluf,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,88,Individual
3861,Khalil,Zghraybih,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,89,Individual
3862,Jawdat Ibrahim,Safi,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,90,Individual
3863,Muhammad Ali,Durgham,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,91,Individual
3864,Ramadan Mahmoud,Ramadan,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,92,Individual
3865,Ahmed Yousef,Jarad,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,93,Individual
3866,Naim Jasem,Suleiman,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,94,Individual
3867,Jihad Mohamed,Sultan,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,95,Individual
3868,Fo’ad,Hamoudeh,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,96,Individual
3869,Bader,Aqel,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,97,Individual
3870,Ghassan,Afif,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,98,Individual
3871,Mohamed,Maaruf,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,99,Individual
3872,Yousef,Ismail,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,100,Individual
3873,Jamal,Yunes,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,101,Individual
3874,Mohsin,Makhlouf,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,102,Individual
3875,Ali,Dawwa,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,103,Individual
3876,Mohamed,Khaddor,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,104,Individual
3877,Suheil Salman,Hassan,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,105,Individual
3878,Wafiq,Nasser,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,106,Individual
3879,Ahmed,Dibe,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,107,Individual
3880,Makhmoud,al-Khattib,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,108,Individual
3881,Mohamed Heikmat,Ibrahim,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,109,Individual
3882,Nasser,Al-Ali,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,110,Individual
3883,Wael Nader,Al-Halqi,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,112,Individual
3884,Mansour Fadlallah,Azzam,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,113,Individual
3885,Emad Abdul-Ghani,Sabouni,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,114,Individual
3886,Sufian,Allaw,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,115,Individual
3887,Adnan,Slakho,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,116,Individual
3888,Saleh,Al-Rashed,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,117,Individual
3889,Fayssal,Abbas,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,118,Individual
3890,Anisa,Al Assad,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[{'name': 'Anisah Al Assad'}],[],['Part 2'],True,,119,Individual
3891,Bushra,Al Assad,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[{'name': 'Bushra Shawkat'}],[],['Part 2'],True,,120,Individual
3892,Asma,Al Assad,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[{'name': 'Asma Fawaz Al Akhras'}],[],['Part 2'],True,,121,Individual
3893,Manal,Al Assad,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[{'name': 'Manal Al Ahmad'}],[],['Part 2'],True,,122,Individual
3894,Imad Mohammad Deeb,Khamis,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,123,Individual
3895,Omar Ibrahim,Ghalawanji,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,124,Individual
3896,Joseph,Suwaid,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,125,Individual
3897,Ghiath,Jeraatli,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,126,Individual
3898,Hussein Mahmoud,Farzat,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,127,Individual
3899,Yousef Suleiman,Al-Ahmad,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,128,Individual
3900,Hassan,al-Sari,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,129,Individual
3901,Adib,Mayleh,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,133,Individual
3902,Sha’afiq,Masa,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,134,Individual
3903,Burhan,Qadour,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,135,Individual
3904,Salah,Hamad,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,136,Individual
3905,Muhammad,Khallouf,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[{'name': 'Abou Ezzat'}],[],['Part 2'],True,,137,Individual
3906,Riad,Al-Ahmed,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,138,Individual
3907,Abdul Salam Fajr,Mahmoud,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,139,Individual
3908,Jawdat,al-Ahmed,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,140,Individual
3909,Qusay,Mihoub,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,141,Individual
3910,Suhail,Al-Abdullah,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,142,Individual
3911,Khudr,Khudr,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,143,Individual
3912,Ibrahim,Ma’ala,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,144,Individual
3913,Firas,Al-Hamed,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,145,Individual
3914,Hussam,Luqa,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,146,Individual
3915,Taha,Taha,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,147,Individual
3916,Nasr,al-Ali,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,148,Individual
3917,Bassel,Bilal,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,149,Individual
3918,Ahmad,Kafan,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,150,Individual
3919,Bassam,al-Misri,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,151,Individual
3920,Ahmed,al-Jarroucheh,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,152,Individual
3921,Michel,Kassouha,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],"[{'name': 'Ahmed Salem'}, {'name': 'Ahmed Salem Hassan'}]",[],['Part 2'],True,,153,Individual
3922,Ghassan Jaoudat,Ismail,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,154,Individual
3923,Amer,al-Achi,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,155,Individual
3924,Mohammed Ali,Nasr,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,156,Individual
3925,Issam,Hallaq,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,157,Individual
3926,Ezzedine,Ismael,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,158,Individual
3927,Samir,Joumaa,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[{'name': 'Abou Sami'}],[],['Part 2'],True,,159,Individual
3928,Ali,Yunus,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,160,Individual
3929,Subhi Ahmad,Al-Abdullah,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,161,Individual
3930,Safwan,Al-Assaf,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,162,Individual
3931,Hala Mohammad,Al-Nasser,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,163,Individual
3932,Mohammad Abdul-Sattar,Al-Sayyed,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,164,Individual
3933,Yasser,Al-Sibaei,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,165,Individual
3934,Hazwan,Al-Wazz,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,166,Individual
3935,Omran Ahed,Al-Zoubi,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,167,Individual
3936,Radwan,Habib,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,168,Individual
3937,Ali,Haidar,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,169,Individual
3938,Bassam,Hanna,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,170,Individual
3939,Said Mu’zi,Hneidi,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,171,Individual
3940,Qadri,Jamil,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,172,Individual
3941,Fuad Shukri,Kurdi,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,173,Individual
3942,Mohammad Zafer,Mihbek,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,174,Individual
3943,Mohammad Yehya,Moalla,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,175,Individual
3944,Lubanah,Mshaweh,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,176,Individual
3945,Mahmoud Ibrahim,Said,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,177,Individual
3946,Nazira Farah,Sarkis,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,178,Individual
3947,Jassim Mohammad,Zakarya,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,179,Individual
3948,Fahd,al-Freij,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,180,Individual
3949,Adnan Abdo,Al Sikhny,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,181,Individual
3950,Najm Hamad,Al Ahmad,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,182,Individual
3951,Abdul Salam,Al Nayef,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,183,Individual
3952,Mohammad Turki,Al Sayed,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,184,Individual
3953,Najm-eddin,Khreit,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,185,Individual
3954,Abdullah Khaleel,Hussein,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Syria / Syrie'],[],[],['Part 2'],True,,186,Individual
